"","it","alg","init_fitness","eval","move","move_control","T","N","L","alpha","tmax"
"13108",13107000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,NA,NA,NA,100
"13109",13108000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,4,NA,100
"13110",13109000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13111",13110000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13112",13111000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.99,100
"13113",13112000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13114",13113000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,10,NA,100
"13115",13114000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13116",13115000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13117",13116000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13118",13117000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_exp",1,NA,NA,0.66,100
"13119",13118000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,10,NA,100
"13120",13119000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.99,100
"13121",13120000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_iden",1,NA,NA,0.66,100
"13122",13121000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13123",13122000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13124",13123000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_exp",1,NA,NA,0.66,100
"13125",13124000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.99,100
"13126",13125000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13127",13126000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.95,100
"13128",13127000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13129",13128000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13130",13129000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13131",13130000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13132",13131000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13133",13132000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,50,NA,100
"13134",13133000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,50,NA,100
"13135",13134000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13136",13135000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.66,100
"13137",13136000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,50,NA,100
"13138",13137000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_iden",1,NA,NA,0.95,100
"13139",13138000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.66,100
"13140",13139000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13141",13140000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13142",13141000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13143",13142000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,50,NA,100
"13144",13143000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,4,NA,100
"13145",13144000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13146",13145000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13147",13146000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13148",13147000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13149",13148000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.99,100
"13150",13149000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"13151",13150000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.99,100
"13152",13151000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13153",13152000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,50,NA,100
"13154",13153000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13155",13154000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.99,100
"13156",13155000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_iden",1,NA,NA,0.99,100
"13157",13156000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"13158",13157000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13159",13158000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13160",13159000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13161",13160000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,10,NA,100
"13162",13161000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,50,NA,100
"13163",13162000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.95,100
"13164",13163000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13165",13164000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,10,NA,100
"13166",13165000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13167",13166000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"13168",13167000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,10,NA,100
"13169",13168000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.95,100
"13170",13169000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_exp",1,NA,NA,0.99,100
"13171",13170000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13172",13171000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13173",13172000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,50,NA,100
"13174",13173000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13175",13174000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,NA,NA,NA,100
"13176",13175000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,4,NA,100
"13177",13176000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13178",13177000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,4,NA,100
"13179",13178000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_exp",1,NA,NA,0.99,100
"13180",13179000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.95,100
"13181",13180000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,50,NA,100
"13182",13181000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,50,NA,100
"13183",13182000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,10,NA,100
"13184",13183000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,10,50,NA,100
"13185",13184000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13186",13185000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13187",13186000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.99,100
"13188",13187000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13189",13188000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13190",13189000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13191",13190000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13192",13191000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13193",13192000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"13194",13193000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.99,100
"13195",13194000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13196",13195000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13197",13196000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13198",13197000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13199",13198000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13200",13199000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13201",13200000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,4,NA,100
"13202",13201000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13203",13202000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13204",13203000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13205",13204000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13206",13205000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13207",13206000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,NA,NA,NA,100
"13208",13207000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13209",13208000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.95,100
"13210",13209000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13211",13210000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13212",13211000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13213",13212000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,10,50,NA,100
"13214",13213000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13215",13214000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13216",13215000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"13217",13216000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13218",13217000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13219",13218000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13220",13219000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13221",13220000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,4,NA,100
"13222",13221000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13223",13222000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13224",13223000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13225",13224000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13226",13225000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13227",13226000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13228",13227000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13229",13228000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.95,100
"13230",13229000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_iden",1,NA,NA,0.99,100
"13231",13230000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,50,NA,100
"13232",13231000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13233",13232000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13234",13233000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,NA,NA,NA,100
"13235",13234000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,50,NA,100
"13236",13235000,"hill",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13237",13236000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,NA,NA,NA,100
"13238",13237000,"sann",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13239",13238000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_exp",1,NA,NA,0.95,100
"13240",13239000,"hill",6887759.39860777,6887759.39860777,"twoopt","dist_exp",NA,NA,NA,NA,100
"13241",13240000,"tabu",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,10,10,NA,100
"13242",13241000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.99,100
"13243",13242000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,10,NA,100
"13244",13243000,"tabu",6887759.39860777,6887759.39860777,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13245",13244000,"sann",6887759.39860777,6887759.39860777,"neighbor","dist_exp",1,NA,NA,0.95,100
"13246",13245000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,10,NA,100
"13247",13246000,"tabu",6887759.39860777,6887759.39860777,"twoopt","dist_iden",NA,10,4,NA,100
"13248",13247000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13249",13248000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_exp",NA,NA,NA,NA,100
"13250",13249000,"sann",6887759.39860777,6887759.39860777,"twoopt","dist_iden",1,NA,NA,0.99,100
"13251",13250000,"hill",6887759.39860777,6887759.39860777,"neighbor","dist_iden",NA,NA,NA,NA,100
"13252",13251000,"hill",6887759.39860777,6887725.62238886,"twoopt","dist_exp",NA,NA,NA,NA,100
"13253",13252000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13254",13253000,"tabu",6887725.62238886,6887725.62238886,"neighbor","dist_exp",NA,10,4,NA,100
"13255",13254000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13256",13255000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13257",13256000,"sann",6887725.62238886,6887725.62238886,"neighbor","dist_exp",1,NA,NA,0.66,100
"13258",13257000,"sann",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13259",13258000,"hill",6887725.62238886,6887725.62238886,"neighbor","dist_iden",NA,NA,NA,NA,100
"13260",13259000,"tabu",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13261",13260000,"tabu",6887725.62238886,6887725.62238886,"twoopt","dist_iden",NA,10,50,NA,100
"13262",13261000,"hill",6887725.62238886,6887725.62238886,"twoopt","dist_exp",NA,NA,NA,NA,100
"13263",13262000,"tabu",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13264",13263000,"hill",6887725.62238886,6887725.62238886,"neighbor","dist_exp",NA,NA,NA,NA,100
"13265",13264000,"sann",6887725.62238886,6887725.62238886,"neighbor","dist_iden",1,NA,NA,0.66,100
"13266",13265000,"sann",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13267",13266000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13268",13267000,"sann",6887725.62238886,6887725.62238886,"twoopt","dist_exp",1,NA,NA,0.99,100
"13269",13268000,"hill",6887725.62238886,6887725.62238886,"neighbor","dist_iden",NA,NA,NA,NA,100
"13270",13269000,"sann",6887725.62238886,6887725.62238886,"twoopt","dist_exp",1,NA,NA,0.99,100
"13271",13270000,"sann",6887725.62238886,6887725.62238886,"neighbor","dist_exp",1,NA,NA,0.99,100
"13272",13271000,"sann",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"13273",13272000,"tabu",6887725.62238886,6887725.62238886,"twoopt","dist_exp",NA,10,4,NA,100
"13274",13273000,"sann",6887725.62238886,6887725.62238886,"twoopt","dist_exp",1,NA,NA,0.99,100
"13275",13274000,"sann",6887725.62238886,6887725.62238886,"neighbor","dist_exp",1,NA,NA,0.66,100
"13276",13275000,"hill",6887725.62238886,6887725.62238886,"twoopt","dist_iden",NA,NA,NA,NA,100
"13277",13276000,"sann",6887725.62238886,6887725.62238886,"neighbor","dist_exp",1,NA,NA,0.99,100
"13278",13277000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13279",13278000,"hill",6887725.62238886,6887725.62238886,"neighbor","dist_iden",NA,NA,NA,NA,100
"13280",13279000,"sann",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13281",13280000,"tabu",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"13282",13281000,"tabu",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13283",13282000,"tabu",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13284",13283000,"sann",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13285",13284000,"sann",6887725.62238886,6887725.62238886,"twoopt","dist_exp",1,NA,NA,0.66,100
"13286",13285000,"hill",6887725.62238886,6887725.62238886,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13287",13286000,"sann",6887725.62238886,6887725.62238886,"twoopt","dist_exp",1,NA,NA,0.99,100
"13288",13287000,"hill",6887725.62238886,6887679.23109431,"twoopt","dist_exp",NA,NA,NA,NA,100
"13289",13288000,"tabu",6887679.23109431,6887679.23109431,"neighbor","dist_exp",NA,10,10,NA,100
"13290",13289000,"hill",6887679.23109431,6887679.23109431,"neighbor","dist_iden",NA,NA,NA,NA,100
"13291",13290000,"sann",6887679.23109431,6887679.23109431,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13292",13291000,"sann",6887679.23109431,6887679.23109431,"neighbor","dist_exp",1,NA,NA,0.95,100
"13293",13292000,"sann",6887679.23109431,6887679.23109431,"neighbor","dist_exp",1,NA,NA,0.99,100
"13294",13293000,"tabu",6887679.23109431,6887679.23109431,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13295",13294000,"tabu",6887679.23109431,6887679.23109431,"twoopt","dist_iden",NA,10,50,NA,100
"13296",13295000,"hill",6887679.23109431,6887679.23109431,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13297",13296000,"sann",6887679.23109431,6887679.23109431,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13298",13297000,"sann",6887679.23109431,6887679.23109431,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13299",13298000,"hill",6887679.23109431,6887679.23109431,"neighbor","dist_exp",NA,NA,NA,NA,100
"13300",13299000,"hill",6887679.23109431,6887679.23109431,"neighbor","dist_iden",NA,NA,NA,NA,100
"13301",13300000,"tabu",6887679.23109431,6887648.01155343,"twoopt","dist_exp",NA,10,4,NA,100
"13302",13301000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.95,100
"13303",13302000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.95,100
"13304",13303000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13305",13304000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.99,100
"13306",13305000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,50,NA,100
"13307",13306000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13308",13307000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13309",13308000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13310",13309000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13311",13310000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"13312",13311000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13313",13312000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13314",13313000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13315",13314000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,10,NA,100
"13316",13315000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.66,100
"13317",13316000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13318",13317000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13319",13318000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"13320",13319000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13321",13320000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"13322",13321000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.99,100
"13323",13322000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.66,100
"13324",13323000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,10,4,NA,100
"13325",13324000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13326",13325000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13327",13326000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13328",13327000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13329",13328000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13330",13329000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13331",13330000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13332",13331000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13333",13332000,"tabu",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,10,4,NA,100
"13334",13333000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.95,100
"13335",13334000,"tabu",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,10,4,NA,100
"13336",13335000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"13337",13336000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13338",13337000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.99,100
"13339",13338000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"13340",13339000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_iden",NA,NA,NA,NA,100
"13341",13340000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13342",13341000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13343",13342000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_iden",1,NA,NA,0.95,100
"13344",13343000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.99,100
"13345",13344000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13346",13345000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"13347",13346000,"tabu",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"13348",13347000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_iden",1,NA,NA,0.66,100
"13349",13348000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13350",13349000,"hill",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"13351",13350000,"sann",6887648.01155343,6887648.01155343,"twoopt","dist_exp",1,NA,NA,0.66,100
"13352",13351000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13353",13352000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_iden",NA,NA,NA,NA,100
"13354",13353000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13355",13354000,"sann",6887648.01155343,6887648.01155343,"neighbor","dist_exp",1,NA,NA,0.99,100
"13356",13355000,"hill",6887648.01155343,6887648.01155343,"twoopt","dist_exp",NA,NA,NA,NA,100
"13357",13356000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
"13358",13357000,"sann",6887648.01155343,6887648.01155343,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"13359",13358000,"hill",6887648.01155343,6887648.01155343,"neighbor","dist_exp",NA,NA,NA,NA,100
